Token,Train_Count,Valid_Count,Total_Count
fitness,8,1,9
fits,1543,18,1561
fitted,88,2,90
fitter,23,0,23
fittest,12,0,12
fitting,290,1,291
fitty,16,0,16
fitz,16,0,16
fitz's,1,0,1
fitzwilliam,5,0,5
five,13799,114,13913
fived,483,4,487
fives,175,0,175
fivety,1,0,1
fiving,20,0,20
fix,106044,1164,107208
fix's,11,0,11
fixable,5,0,5
fixated,3,0,3
fixed,37161,427,37588
fixer,575,11,586
fixer's,21,1,22
fixers,19,0,19
fixes,310,2,312
fixie,21,0,21
fixiing,1,0,1
fixing,9584,79,9663
fixinng,1,0,1
fixit,34,0,34
fixit's,1,0,1
fixs,1,0,1
fixtures,4,0,4
fixy,22,0,22
fixy's,2,0,2
fizz,222,1,223
fizzed,28,0,28
fizzing,8,0,8
fizzle,3,0,3
fizzled,4,0,4
fizzles,1,0,1
fizzy,486,0,486
fizzy's,13,0,13
fjords,1,0,1
fl,4,0,4
fla,3,0,3
flabbergasted,4,0,4
flabby,5,0,5
flag,25079,252,25331
flag's,13,0,13
flage,1,0,1
flagged,3,0,3
flaggy,20,0,20
flagman,1,0,1
flagpole,100,0,100
flagpoles,2,0,2
flags,2899,31,2930
flail,4,0,4
flailed,6,0,6
flailing,5,0,5
flails,1,0,1
flair,5,0,5
flake,9,0,9
flaked,2,1,3
flakes,277,0,277
flaky,24,0,24
flam,1,0,1
flame,13676,133,13809
flame's,49,1,50
flamebird,5,0,5
flamed,3,0,3
flamehome,1,0,1
flames,1985,20,2005
flamey,5,0,5
flaming,14,0,14
flamingo,248,0,248
flamingo's,1,0,1
flamingoes,1,0,1
flamingos,56,1,57
flammable,19,1,20
flamon,3,0,3
flamy,7,0,7
flank,2,0,2
flanked,2,0,2
flannel,1,0,1
flap,5445,51,5496
flap's,5,0,5
flapjack,2,0,2
flapped,7708,63,7771
flapper,13,0,13
flapping,1581,19,1600
flappy,841,10,851
flappy's,17,0,17
flaps,994,10,1004
flar,1,0,1
flare,47,0,47
flare's,2,0,2
flared,9,0,9
flares,2,0,2
flash,3084,39,3123
flash's,5,0,5
flashcard,1,0,1
flashcards,6,0,6
flashed,843,6,849
flashes,562,6,568
flashing,644,5,649
flashlight,16716,156,16872
flashlight's,9,0,9
flashlights,330,2,332
flashly,1,0,1
flashy,66,1,67
flashy's,2,0,2
flask,15,0,15
flasks,5,0,5
flat,4712,50,4762
flatbed,2,0,2
flats,4,1,5
flatten,29,0,29
flattened,45,0,45
flattening,4,0,4
flattens,5,0,5
flatter,14,0,14
flattered,21,0,21
flatters,1,0,1
flattery,1,0,1
flattest,3,0,3
flaunt,2,0,2
flaunted,1,0,1
flaunting,1,0,1
flavor,1826,18,1844
flavored,37,0,37
flavorful,40,1,41
flavorfuul,1,0,1
flavoring,2,0,2
flavors,1497,9,1506
flavour,318,1,319
flavoured,18,0,18
flavourful,12,0,12
flavours,188,0,188
flavoursome,1,0,1
flaw,1,0,1
flawless,1,0,1
flawlessly,1,0,1
flaws,12,0,12
flax,2,0,2
flea,13643,146,13789
flea's,123,2,125
flealand,1,0,1
fleas,1338,17,1355
fleck,15,0,15
fleck's,1,0,1
flecks,6,0,6
fled,36,0,36
flee,60,0,60
fleece,6,0,6
fleeces,2,0,2
fleecy,2,0,2
fleeing,7,0,7
fleet,9,0,9
fleeting,8,0,8
flesh,130,2,132
fletcher,2,0,2
fleur,22,6,28
fleur's,1,0,1
flew,285818,2977,288795
flewby,1,0,1
flewwright,1,0,1
flex,117,1,118
flex's,1,0,1
flexed,42,0,42
flexes,4,0,4
flexi,94,0,94
flexi's,4,0,4
flexiable,1,0,1
flexibile,3,0,3
flexibility,85,0,85
flexible,20789,207,20996
flexible's,4,0,4
flexibly,8,0,8
flexing,12,0,12
flexiron,1,0,1
flexy,32,0,32
flibber,11,0,11
flic,6,0,6
flick,669,9,678
flick's,6,0,6
flicked,145,5,150
flicker,655,1,656
flicker's,31,0,31
flickered,128,1,129
flickering,93,1,94
flickers,3,0,3
flicking,34,0,34
flicks,36,1,37
flied,3,0,3
flier,23,0,23
fliers,0,1,1
flies,8162,88,8250
fliggle,1,0,1
flight,1071,13,1084
flightier,1,0,1
flightless,1,0,1
flights,58,2,60
flighty,2,0,2
flimsy,10,0,10
flinch,20,0,20
flinched,10,0,10
flinching,1,0,1
fling,11,0,11
flinging,4,0,4
flings,2,0,2
flinky,4,0,4
flint,31,0,31
flint's,1,0,1
flip,1351,20,1371
flip's,4,0,4
fliped,1,0,1
flippa,5,0,5
flippa's,1,0,1
flipped,1366,14,1380
flipper,266,3,269
flipper's,2,0,2
flippers,352,5,357
flipping,224,4,228
flippy,52,0,52
flips,953,8,961
flirt,1,0,1
flirty,8,0,8
flit,122,0,122
flit's,1,0,1
flitted,27,0,27
flitter,3,0,3
flittered,9,0,9
flittering,6,0,6
flitters,1,0,1
flitting,121,0,121
flix,6,0,6
fllowered,1,0,1
flo,814,0,814
flo's,45,0,45
float,8358,79,8437
floated,6791,64,6855
floater,2,0,2
floaters,3,0,3
floatie,35,0,35
floaties,202,1,203
floating,5191,51,5242
floats,1074,10,1084
floaty,371,0,371
flobby,11,0,11
flobina,5,0,5
flock,559,13,572
flock's,1,0,1
flocked,15,0,15
flocking,12,0,12
flocks,4,0,4
floes,1,0,1
floho,2,0,2
flony,6,0,6
flood,6997,88,7085
flooded,333,4,337
flooding,112,2,114
floodlights,1,0,1
floods,107,3,110
floodwaters,8,0,8
floody,1,0,1
floof,14,0,14
floofy,19,0,19
floofy's,2,0,2
floor,121508,1253,122761
floorboard,7,0,7
floorboards,16,0,16
floored,3,0,3
flooring,3,0,3
floors,937,5,942
flop,382,4,386
flop's,8,1,9
floply,1,0,1
flopped,175,2,177
flopping,44,0,44
floppity,3,0,3
floppy,1215,5,1220
floppy's,29,0,29
flops,69,1,70
flopsy,605,0,605
flopsy's,16,0,16
flopy,8,0,8
flor,1,0,1
flora,741,14,755
flora's,19,0,19
floral,4,0,4
florence,38,7,45
florence's,1,0,1
floret,3,0,3
florets,11,0,11
florida,16,1,17
florida's,2,0,2
florin,5,0,5
florist,2,0,2
florists,2,0,2
floss,15,0,15
flossing,4,0,4
flossy,81,0,81
flosy,1,0,1
flotation,1,0,1
flounder,1,0,1
floundering,1,0,1
flour,12643,122,12765
flourish,30,0,30
flourished,50,0,50
flourishes,3,0,3
flourishing,5,0,5
flours,1,0,1
floury,5,0,5
flow,705,5,710
flowed,337,1,338
flower,140236,1325,141561
flower's,481,7,488
flowerbed,68,1,69
flowerbeds,33,1,34
flowerbushes,1,0,1
flowered,7,0,7
flowerier,1,0,1
flowering,16,0,16
flowerless,1,0,1
flowerpot,53,0,53
flowerpots,6,0,6
flowers,172807,1777,174584
flowery,110,0,110
flowing,587,6,593
flown,1071,13,1084
flows,42,0,42
flowuh,1,0,1
flowy,17,0,17
flowy's,1,0,1
floyd,77,0,77
flu,5,0,5
flub,0,1,1
fluctuate,1,0,1
fluency,1,0,1
fluent,2,1,3
fluently,15,0,15
fluff,486,2,488
fluff's,8,0,8
fluffaluff,6,0,6
fluffed,89,1,90
fluffers,7,0,7
fluffier,37,0,37
fluffies,10,0,10
fluffiest,41,0,41
fluffing,11,0,11
flufflepants,4,0,4
fluffles,80,0,80
fluffly,14,1,15
fluffs,10,0,10
fluffy,178263,2069,180332
fluffy's,5596,59,5655
fluffypop,1,0,1
fluffypops,7,0,7
fluffys,1,0,1
fluffytail,6,0,6
flugel,6,0,6
fluid,14,0,14
fluids,9,2,11
flummoxed,1,0,1
flung,50,3,53
fluorescent,2,0,2
fluorine,1,0,1
flur,4,0,4
flurried,1,0,1
flurries,1,0,1
flurry,57,0,57
flush,176,0,176
flushed,138,0,138
flushes,34,0,34
flushing,20,0,20
flushy,3,0,3
flustered,7,0,7
flute,18054,154,18208
flute's,13,0,13
flutes,282,1,283
flutetree,1,0,1
flutey,12,0,12
fluting,1,0,1
flutist,17,0,17
flutter,1654,14,1668
flutter's,10,0,10
flutterby,14,0,14
fluttered,1334,14,1348
flutterfairy,6,0,6
fluttering,924,7,931
flutters,31,0,31
fluttery,15,0,15
flutttering,1,0,1
flux,7,0,7
fly,223028,2095,225123
fly's,162,1,163
flyby,1,0,1
flyer,436,5,441
flyer's,2,0,2
flyers,75,1,76
flyin,1,0,1
flying,64841,604,65445
flyinig,1,0,1
flyng,2,0,2
flynn,47,0,47
flynn's,8,0,8
flynx,4,0,4
flyover,1,0,1
flys,18,0,18
flyswatter,1,0,1
flytrap,11,0,11
fm,1,0,1
fo,10,0,10
foal,29,0,29
foals,1,0,1
foam,656,4,660
foamed,10,1,11
foaming,7,0,7
foamy,52,1,53
focued,1,0,1
focus,1027,10,1037
focused,1180,9,1189
focuses,1,0,1
focusing,82,1,83
focussed,30,0,30
focussing,1,0,1
foe,86,0,86
foes,15,0,15
fog,11632,124,11756
fogged,3,0,3
foggier,1,0,1
foggiest,1,0,1
fogginess,1,0,1
fogging,1,0,1
foggy,643,8,651
foggy's,1,0,1
fogiven,1,0,1
fogs,3,0,3
fogt,1,0,1
foil,153,2,155
foiled,3,0,3
fold,14892,122,15014
foldable,5,0,5
folded,6530,64,6594
folder,14363,186,14549
folder's,12,0,12
folderer,1,0,1
folders,412,3,415
folding,3349,23,3372
foldings,1,0,1
foldly,1,0,1
folds,559,0,559
foldy,32,4,36
foldy's,2,1,3
foliage,20,0,20
folk,23,0,23
folk's,1,0,1
folks,49,0,49
follow,45289,463,45752
followed,75885,797,76682
followedgrandpa,1,0,1
follower,27,0,27
followers,22,5,27
following,6714,76,6790
follows,6603,72,6675
folly,58,0,58
folly's,1,0,1
fom,1,0,1
fond,370,3,373
fondant,2,0,2
fonder,3,0,3
fondest,4,0,4
fondled,1,0,1
fondling,1,0,1
fondly,166,0,166
fondness,16,1,17
fondue,1,0,1
font,3,0,3
foo,24,0,24
food,310321,3098,313419
foodborne,1,0,1
foods,4049,31,4080
foof,2,0,2
foofoo,7,0,7
fool,234,3,237
fool's,15,0,15
fooled,523,12,535
foolhardy,1,0,1
fooling,17,0,17
foolish,22452,235,22687
foolishia,2,0,2
foolishly,67,0,67
foolishness,92,2,94
foolproof,2,0,2
fools,47,4,51
foop,4,0,4
foot,21479,223,21702
foot's,6,0,6
footage,5,0,5
football,13809,113,13922
football's,2,0,2
footballer,6,0,6
footballs,127,0,127
footbridge,4,0,4
footed,1,0,1
footedly,1,0,1
foothills,1,0,1
foothold,2,0,2
footholds,2,0,2
footing,80,0,80
footmark,1,0,1
footpath,8,0,8
footplate,2,0,2
footprint,44,0,44
footprints,935,7,942
footrest,1,0,1
footrests,1,0,1
foots,1,0,1
footslog,1,0,1
footstep,2,0,2
footsteps,1185,21,1206
footstool,2,0,2
footsy,3,0,3
footwear,2,0,2
footwork,3,0,3
footy,9,0,9
for,2175802,22023,2197825
forage,3,0,3
forager,0,1,1
foraging,11,0,11
forall,1,0,1
forbade,3,0,3
forbid,14,0,14
forbidden,59,3,62
forbids,1,0,1
force,984,13,997
forced,313,3,316
forcefield,5,0,5
forceful,10,0,10
forcefully,8,0,8
forces,113,3,116
forcing,16,0,16
ford,13,1,14
fore,6,0,6
forebode,1,0,1
foreboding,27,0,27
forecast,18,0,18
forecasted,2,0,2
forecasting,1,0,1
forefinger,2,0,2
forego,1,0,1
forehead,1801,24,1825
foreheads,57,0,57
foreign,29,0,29
foreman,1,0,1
foremost,2,0,2
foresaw,2,0,2
foresee,3,0,3
foreseeing,2,0,2
foreseen,8,0,8
foreshadow,16,0,16
foreshadowed,313,2,315
foreshadowing,468,3,471
foreshadowingly,1,0,1
foreshadows,24,0,24
foresight,11,0,11
forest,214865,2158,217023
forest's,22,0,22
forested,1,0,1
forester,5,0,5
forests,697,7,704
foretelling,3,0,3
forethought,1,0,1
foretold,5,0,5
forever,45111,485,45596
forevermore,29,1,30
forevers,1,0,1
foreveryone,1,0,1
forewarned,9,0,9
forfood,1,0,1
forgave,9056,101,9157
forge,4,0,4
forged,5,0,5
forget,34598,321,34919
forgetful,184,1,185
forgetfulness,12,0,12
forgeting,8,0,8
forgets,1790,17,1807
forgetted,1,0,1
forgetten,3,0,3
forgetting,1616,14,1630
forgive,30159,332,30491
forgiven,513,9,522
forgiveness,750,10,760
forgives,890,9,899
forgiving,1522,27,1549
forgo,1,0,1
forgot,71913,699,72612
forgotten,5504,67,5571
forhis,1,0,1
forhours,1,0,1
fork,16616,136,16752
fork's,22,0,22
forked,89,3,92
forkful,14,1,15
forklift,2,0,2
forklifts,2,0,2
forks,2327,17,2344
forky,211,12,223
forky's,3,0,3
forlorn,11,0,11
forlornly,7,0,7
form,738,11,749
formal,1,0,1
format,1,0,1
formation,33,0,33
formations,10,0,10
formed,635,2,637
former,96,3,99
formerly,3,0,3
formidable,2,0,2
forming,195,3,198
forms,101,0,101
formula,4,0,4
formulate,1,0,1
formulated,1,0,1
formulating,1,0,1
forrest,2,0,2
forsake,1,0,1
forsarah's,1,0,1
forseness,1,0,1
forst,1,0,1
forster,5,0,5
fort,9768,89,9857
fort's,1,0,1
forth,14872,155,15027
forthcoming,2,0,2
fortified,3,0,3
fortnight,1,0,1
fortnightly,1,0,1
fortress,33,0,33
fortresses,4,0,4
forts,643,7,650
fortunate,127,3,130
fortunately,749,8,757
fortunatly,1,0,1
fortune,146,0,146
fortunes,5,0,5
forty,242,0,242
forward,16504,175,16679
forwards,259,3,262
fossil,86,4,90
fossilized,1,0,1
fossils,99,1,100
foster,16,0,16
foster's,4,0,4
foudn,1,0,1
fought,9494,121,9615
foul,13,1,14
fouled,3,0,3
fouls,3,0,3
found,1041145,10458,1051603
foundation,16,0,16
foundations,6,0,6
founded,1,0,1
foundher,1,0,1
foundhis,1,0,1
founding,3,0,3
founed,1,0,1
fountain,18966,158,19124
fountain's,17,0,17
fountains,111,0,111
fountian,1,0,1
four,19846,172,20018
fours,68,0,68
fourteen,115,1,116
fourteenth,1,0,1
fourth,385,3,388
fourths,1,0,1
fower,2,0,2
fox,70717,690,71407
fox's,1301,14,1315
foxes,905,4,909
foxfire,3,0,3
foxfire's,1,0,1
foxing,1,0,1
foxish,1,0,1
foxs,1,0,1
foxta,2,0,2
foxy,2618,30,2648
foxy's,58,0,58
foy,15,0,15
foz,7,0,7
fpeared,1,0,1
fra,2,0,2
fraction,11,1,12
fractions,8,0,8
fracture,35,0,35
fractured,5,0,5
fracturing,1,0,1
frag,2,0,2
fragi,3,0,3
fragil,5,0,5
fragile,23436,196,23632
fragiles,4,0,4
fragilesong,2,0,2
fragilestick,1,0,1
fragiley,1,0,1
fragilie,1,0,1
fragility,13,0,13
fragily,1,0,1
fraglie,6,0,6
fraglile,1,0,1
fraglle,1,0,1
fragmented,1,0,1
fragments,5,0,5
fragrance,75,0,75
fragrances,10,0,10
fragrant,96,3,99
fragrantly,1,0,1
frail,29,0,29
frame,13107,187,13294
frame's,5,0,5
framed,92,1,93
framer,1,0,1
frames,342,2,344
framey,2,0,2
framing,3,0,3
fran,174,0,174
fran's,10,0,10
france,145,1,146
frances,87,6,93
francesca,8,0,8
francesco,1,0,1
francie,5,0,5
francine,25,0,25
francine's,5,0,5
francis,97,0,97
francis's,2,0,2
francisco,14,0,14
francium,1,0,1
franco,6,0,6
franctically,1,0,1
francy,6,0,6
frank,3263,38,3301
frank's,102,2,104
franka,9,0,9
franken,6,0,6
franken's,1,0,1
frankie,993,12,1005
frankie's,61,1,62
frankies,1,0,1
franking,1,0,1
franklin,28,0,28
franks,1,0,1
franky,38,0,38
franky's,3,0,3
frannie,34,0,34
frannie's,1,0,1
franny,122,0,122
frans,5,0,5
frant,1,0,1
frantic,30,0,30
frantically,231,3,234
franticly,5,0,5
franz,4,0,4
frappes,1,0,1
fraser,13,0,13
fraternal,1,0,1
fraud,4,0,4
fraught,1,0,1
fray,9,0,9
frayed,37,0,37
fraying,5,0,5
fraz,6,0,6
frazzled,4,0,4
fre,1,0,1
freak,9,0,9
freaked,4,0,4
freaking,2,0,2
freaks,3,0,3
freckle,28,0,28
freckle's,1,0,1
freckled,1,0,1
freckles,171,0,171
fred,40959,410,41369
fred's,954,4,958
freda,74,0,74
freda's,7,0,7
fredd,8,0,8
freddee,1,0,1
freddie,857,6,863
freddie's,22,0,22
freddy,9504,92,9596
freddy's,270,0,270
frederick,25,0,25
frederick's,1,0,1
fredi,8,0,8
fredo,36,0,36
fredrick,0,8,8
fredus,7,0,7
free,40994,415,41409
freebie,1,0,1
freebies,2,0,2
freed,764,7,771
freeda,9,0,9
freedom,1107,7,1114
freedomland,1,0,1
freedoms,1,0,1
freeeeze,1,0,1
freeends,1,0,1
freeezing,2,0,2
freehand,1,0,1
freeing,234,2,236
freely,220,5,225
freer,7,0,7
frees,119,3,122
freestyle,3,0,3
freeway,3,0,3
freez,1,0,1
freeze,10293,101,10394
freezeed,1,0,1
freezer,11183,105,11288
freezer's,4,0,4
freezers,29,0,29
freezes,70,0,70
freezey,1,0,1
freezin,1,0,1
freezing,836,7,843
freezy,27,0,27
freidrich,2,0,2
freight,1,0,1
freinds,1,0,1
french,200,0,200
frenchman,2,0,2
frend,1,0,1
frendly,1,0,1
frendo,10,0,10
frendo's,1,0,1
frenly,4,0,4
frenzied,1,0,1
frenzy,5,0,5
frequent,7,0,7
frequently,22,2,24
fres,1,0,1
fresh,8220,80,8300
freshen,5,0,5
freshened,3,0,3
freshener,2,0,2
freshening,2,0,2
fresher,34,0,34
freshest,67,0,67
freshly,272,3,275
freshness,43,0,43
freshwater,3,0,3
fret,10,0,10
fretboard,1,0,1
fretful,1,0,1
frets,5,0,5
fretted,3,0,3
fretting,1,0,1
freya,367,0,367
freya's,17,0,17
fri,8,0,8
fribbit,35,0,35
fribble,8,0,8
fribble's,2,0,2
fricly,1,0,1
friction,2,0,2
frida,29,0,29
frida's,2,0,2
friday,160,1,161
fridays,12,0,12
fridge,19944,165,20109
fridge's,7,0,7
fridgerator,1,0,1
fridges,43,0,43
fridgey,65,0,65
fridgey's,2,0,2
fridu,7,0,7
fridu's,1,0,1
fried,76,2,78
frieda,18,0,18
friend,964982,9704,974686
friend's,12571,137,12708
friendhip,1,0,1
friendless,2,0,2
friendlier,84,1,85
friendliest,49,0,49
friendliness,13,0,13
friendly,112008,1128,113136
friendly's,1,0,1
friends,1916514,19501,1936015
friendscalled,1,0,1
friendship,15715,182,15897
friendships,914,13,927
friendsnup,1,0,1
friendtom,1,0,1
friendy,1,0,1
fries,591,1,592
friggy,5,0,5
fright,347,4,351
frighted,1,0,1
frighten,131,0,131
frightend,4,0,4
frightene,1,0,1
frightened,22718,269,22987
frightenedly,1,0,1
frightenend,1,0,1
frightening,357,3,360
frighteningly,4,0,4
frightenned,1,0,1
frightens,5,0,5
frightenting,1,0,1
frighterned,1,0,1
frightful,13,0,13
frighting,1,0,1
frightning,2,0,2
frights,1,0,1
frigid,2,0,2
frill,1,0,1
frilliest,2,0,2
frills,55,0,55
frilly,89,1,90
frilly's,1,0,1
fringe,3,0,3
fringed,1,0,1
fringes,11,0,11
fringy,2,0,2
fripp,9,0,9
frisbee,417,0,417
frisbees,17,0,17
frisk,2,0,2
frisky,161,0,161
frisky's,3,0,3
frita,3,0,3
frito,8,0,8
fritz,80,0,80
fritz's,7,0,7
fritzi,5,0,5
fritzy,23,0,23
frivolous,1,0,1
frizzle,3,0,3
frizzy,16,0,16
frizzy's,1,0,1
fro,68,1,69
frock,4,0,4
frocks,1,0,1
frodo,12,0,12
frog,203773,1867,205640
frog's,2256,18,2274
frogberries,2,0,2
frogberry,2,0,2
froggadabra,1,0,1
frogge,3,0,3
froggie,32,0,32
froggie's,1,0,1
froggies,6,0,6
frogging,1,0,1
froggo,5,0,5
froggy,6771,77,6848
froggy's,120,0,120
froglet,4,0,4
frogs,10719,119,10838
frogsy,10,0,10
frogsy's,1,0,1
frolic,30,1,31
froliced,2,0,2
frolick,4,0,4
frolicked,64,1,65
frolicking,29,1,30
frollicking,1,0,1
frolly,5,0,5
from,1006628,10263,1016891
froma,1,0,1
fromage,1,0,1
fromthat,1,0,1
fromthe,1,0,1
fromup,1,0,1
fron,1,0,1
frond,3,0,3
fronds,2,0,2
front,31517,298,31815
fronting,2,0,2
fronts,3,0,3
frontyard,2,0,2
frosby,3,0,3
frost,97,2,99
frostbite,24,0,24
frosted,11,0,11
frosting,3402,30,3432
frosty,1808,18,1826
frosty's,64,0,64
frostyvale,3,0,3
frostyville,1,0,1
froth,2,0,2
frothed,1,0,1
frothy,9,0,9
fround,1,0,1
frow,19,0,19
frowed,6,0,6
frown,7667,84,7751
frown's,3,0,3
frownd,7,0,7
frownded,1,0,1
frowne,6,0,6
frowned,9718,93,9811
frownie,3,0,3
frownie's,1,0,1
frowning,1597,17,1614
frowns,1335,16,1351
frowny,41,0,41
froze,2079,28,2107
frozen,3428,42,3470
frugal,3,0,3
fruit,74328,667,74995
fruit's,20,0,20
fruitcake,3,0,3
fruites,1,0,1
fruitful,3,1,4
fruition,6,0,6
fruitless,9,0,9
fruits,35778,315,36093
fruity,218,3,221
frumpy,1,0,1
frustation,1,0,1
frustrate,5,0,5
frustrated,23404,236,23640
frustrating,45,0,45
frustration,586,6,592
frustrations,12,0,12
frutti,4,0,4
fry,80,0,80
frying,42,0,42
frypan,1,0,1
frіghtened,1,0,1
fsh,9,0,9
fssss,3,0,3
ft,1,0,1
fter,2,0,2
fu,7,0,7
fuchs,3,0,3
fuchsia,2,0,2
fuchsia's,1,0,1
fudge,48,0,48
fudgy,11,0,11
fuego,7,0,7
fuel,11682,116,11798
fueled,6,0,6
fueling,3,0,3
fuelled,3,0,3
fuelling,2,0,2
fuels,1,0,1
fuffel,1,0,1
fuffy,16,0,16
fufu,6,0,6
fuh,1,0,1
ful,3,0,3
fulfil,22,0,22
fulfill,107,4,111
fulfilled,214,3,217
fulfilling,59,1,60
fulfillling,1,0,1
fulfillment,7,0,7
fulfilment,1,0,1
full,112736,1119,113855
fuller,70,0,70
fullest,69,2,71
fulli,8,0,8
fullness,5,0,5
fully,255,4,259
fulung,3,0,3
fulung's,1,0,1
fum,5,0,5
fumble,3,0,3
fumbled,31,0,31
fumed,1,0,1
fumes,10,1,11
fuming,8,0,8
fun,1377869,14002,1391871
funbird,1,0,1
funbot,8,0,8
function,10,0,10
functional,1,0,1
functioning,3,0,3
functions,7,1,8
fund,3,0,3
fundraiser,2,0,2
funds,3,0,3
funeral,34,5,39
funfair,7,0,7
fung,2,0,2
fungi,1,0,1
fungus,9,0,9
funhouse,3,0,3
funk,2,0,2
funky,19,0,19
funland,11,0,11
funnel,87,0,87
funnelling,0,1,1
funnels,1,0,1
funner,6,0,6
funnest,6,0,6
funnier,169,4,173
funniest,377,4,381
funnily,5,0,5
funnny,1,0,1
funny,157600,1577,159177
funny's,4,0,4
funnywhite,1,0,1
funs,1,0,1
funsy,5,0,5
funville,1,0,1
funwhen,1,0,1
fur,33413,370,33783
fur's,2,0,2
furbaby,8,0,8
furball,65,0,65
furball's,1,0,1
furballs,6,0,6
furby,4,0,4
furfriend,1,0,1
furious,460,5,465
furiously,31,0,31
furl,1,0,1
furled,1,0,1
furnace,25,0,25
furnish,1,0,1
furnishings,2,0,2
furniture,9761,71,9832
furred,8,0,8
furrier,7,0,7
furries,1,0,1
furriest,3,0,3
furrow,3,0,3
furrowed,73,1,74
furrowing,3,0,3
furrows,2,0,2
furry,28975,305,29280
furry's,10,2,12
furrytail,1,0,1
furs,11,0,11
further,6506,65,6571
furtherand,1,0,1
furthered,1,0,1
furthermore,9,1,10
furthermost,1,0,1
furthest,121,1,122
furtively,1,0,1
fury,28,0,28
fuse,36,0,36
fused,2,0,2
fuses,2,0,2
fusilli,7,0,7
fuss,413,4,417
fussed,4,0,4
fussiness,1,0,1
fussing,21,0,21
fussy,39,0,39
futile,9,0,9
futrther,1,0,1
future,3873,23,3896
futures,5,0,5
fuzz,325,4,329
fuzz's,7,0,7
fuzzball,1,0,1
fuzzes,3,0,3
fuzzier,3,0,3
fuzzies,1,0,1
fuzziest,1,0,1
fuzziness,3,0,3
fuzzles,10,0,10
fuzzly,1,0,1
fuzzy,3419,6,3425
fuzzy's,90,0,90
fußnote,1,0,1
fy,3,0,3
fynn,4,0,4
fève,5,0,5
g,126,0,126
g'bye,1,0,1
g'day,2,0,2
g'night,1,0,1
ga,13,0,13
gaa,30,0,30
gaaing,1,0,1
gab,1,0,1
gabbi,9,0,9
gabbie,10,0,10
gabbit,4,0,4
gabby,769,0,769
gabby's,40,0,40
gabe,72,0,72
gabe's,3,0,3
gabriel,47,0,47
gabriella,17,0,17
gabriella's,1,0,1
gabrielle,6,0,6
gaby,243,0,243
gaby's,6,0,6
gadding,1,0,1
gadget,30,0,30
gadgets,120,2,122
gadolinium,1,0,1
gag,57,0,57
gaga,12,0,12
gaga's,2,0,2
gage,6,0,6
gagged,15,0,15
gagging,1,0,1
gaggle,9,0,9
gags,2,0,2
gah,4,0,4
gail,316,0,316
gail's,12,0,12
gaily,3,1,4
gain,7921,84,8005
gained,3667,41,3708
gainer,7,0,7
gainful,1,0,1
gainig,1,0,1
gaining,226,1,227
gains,38,0,38
gaint,1,0,1
gait,3,0,3
gajar,3,0,3
gal,11,0,11
galactic,2,0,2
galangal,1,0,1
galaxies,82,0,82
galaxy,68,0,68
gald,1,0,1
gale,8,0,8
gale's,2,0,2
galeigh,8,0,8
galen,4,0,4
galen's,1,0,1
gales,1,0,1
galette,1,0,1
galey,5,0,5
galileo,1,1,2
gallant,4,0,4
gallbladder,0,1,1
galleries,7,0,7
gallery,39,0,39
galley,1,0,1
gallium,1,0,1
gallivanting,1,0,1
gallon,1,0,1
gallons,5,0,5
gallop,100,0,100
galloped,255,2,257
galloping,84,0,84
gallops,2,0,2
gally,10,0,10
galore,3,0,3
galoshes,1,0,1
gamble,7,0,7
gambled,3,0,3
gambol,1,0,1
gamboled,1,0,1
gamboling,1,0,1
game,189448,1790,191238
game's,9,0,9
gameboard,1,0,1
gamed,1,0,1
gamekeeper,1,0,1
games,82031,857,82888
gamily,1,0,1
gaming,1,0,1
gammie,6,0,6
gander,4,0,4
gandhi,1,0,1
ganesha,3,0,3
gang,64,0,64
ganged,2,0,2
ganging,1,0,1
gangly,0,1,1
gangplank,3,0,3
gangs,1,0,1
gantz,1,0,1
gap,826,7,833
gape,1,0,1
gaped,12,0,12
gaping,6,0,6
gappy,8,0,8
gaps,170,2,172
gar,5,0,5
garage,18585,169,18754
garages,12,0,12
garam,1,0,1
garbage,823,10,833
garcia,5,0,5
garcie,1,0,1
garde,8,0,8
gardem,1,0,1
garden,247276,2364,249640
garden's,65,1,66
gardenby,5,0,5
gardened,6,0,6
gardener,1339,13,1352
gardener's,17,0,17
gardeners,150,0,150
gardening,256,2,258
gardens,700,4,704
gardent,1,0,1
gardern,1,0,1
garderner,1,0,1
gardner,1,0,1
gardners,1,0,1
gareth,27,0,27
garfield,15,0,15
garfield's,2,0,2
gargantuan,1,0,1
gargle,1,0,1
gargled,1,0,1
gargoyle,3,0,3
gargoyle's,2,0,2
gargoyles,1,0,1
garland,39,0,39
garlands,12,1,13
garley,4,0,4
garlic,116,0,116
garment,3,0,3
garments,2,0,2
garnished,1,0,1
garret,5,0,5
garry,157,0,157
garry's,3,0,3
garter,16,0,16
garth,4,0,4
gary,1129,5,1134
gary's,36,0,36
gas,11075,133,11208
gash,2,0,2
gashed,1,0,1
gasman,2,0,2
gasoline,44,0,44
gasp,882,11,893
gaspar,3,0,3
gasped,11193,125,11318
gaspedsurprised,1,0,1
gasping,60,0,60
gasps,704,11,715
gassy,2,0,2
gate,25916,292,26208
gate's,10,0,10
gatekeeper,81,0,81
gatekeeper's,1,0,1
gates,488,5,493
gateway,12,0,12
gatey,6,0,6
gather,11418,123,11541
gathered,14519,148,14667
gatherer,4,1,5
